first_name,last_name,dob,company_name,last_active,score,member_since,state,source
Robert,Garcia,1986/08/28,Hunter Ltd,2018/11/06,35,2007,MA,Golf
Michael,Phillips,1976/04/22,"Martin, Mcknight and Clark",2018/10/08,83,2005,FL,Golf
Alison,Hernandez,1986/08/17,"Mullen, Huffman and Vasquez",2018/07/11,58,2010,KY,Golf
Jennifer,Smith,1973/12/28,"Alvarez, Schaefer and Robertson",2018/10/12,49,1998,UT,Golf
Cody,Oneal,1982/06/05,"Martin, Mcknight and Clark",2018/03/31,80,2018,AZ,Golf
Jennifer,Coffey,1992/09/17,Williams-Stephenson,2018/01/22,71,2007,ME,Golf
Steven,Garcia,1962/11/19,"Smith, Torres and Matthews",2018/04/03,32,1989,NV,Golf
Ashley,Jones,1983/11/12,"Alvarez, Schaefer and Robertson",2018/04/10,32,2001,CA,Golf
Michelle,Williams,1959/02/10,Taylor-Alvarez,2018/10/19,75,2016,NY,Golf
James,Harris,1963/08/20,"Kelley, Gilbert and Jackson",2018/07/15,81,1975,MI,Golf
Wendy,Freeman,1986/12/14,Scott and Sons,2018/02/19,64,2004,SC,Golf
Stephanie,Robbins,1981/04/16,Parker Group,2018/12/19,63,2000,NC,Golf
Donald,Garcia,1990/01/13,Scott and Sons,2018/03/31,41,2014,GA,Golf
Anita,Medina,1990/07/02,"Mullen, Huffman and Vasquez",2018/02/17,78,2011,RI,Golf
Gabriella,Gay,1960/11/28,Rivera-Morrow,2018/02/20,68,1976,WI,Golf
Steven,Mosley,1977/08/31,Parker Group,2018/09/05,63,2009,AK,Golf
Jessica,Shields,1978/02/02,"Martin, Mcknight and Clark",2018/08/11,91,1990,KS,Golf
William,Brown,1983/03/17,"Alvarez, Schaefer and Robertson",2018/11/01,88,2011,IN,Golf
Jeffrey,Silva,1971/06/16,Williams-Stephenson,2018/07/28,66,2008,CT,Golf
Ebony,Bates,1992/08/27,Parker Group,2018/07/22,67,2015,VT,Golf
Todd,Hardin,1961/11/14,Parker Group,2018/12/22,45,2013,KY,Golf
Heather,Conrad,1960/06/11,Williams-Stephenson,2018/01/14,46,2014,KS,Golf
Erin,Nicholson,1959/05/18,Rivera-Morrow,2018/09/30,93,2014,DE,Golf
Ashley,Mercado,1978/05/16,Peterson and Sons,2018/06/16,54,2008,ND,Golf
Jose,Nicholson,1976/03/04,"Mullen, Huffman and Vasquez",2018/08/23,94,1999,MD,Golf
Thomas,Flowers,1972/09/17,Taylor-Alvarez,2018/02/17,96,1998,UT,Golf
Anthony,Dyer,1975/09/25,Hunter Ltd,2019/01/08,70,2013,WY,Golf
Lori,Scott,1968/09/22,"Mullen, Huffman and Vasquez",2018/06/23,92,2001,UT,Golf
Katherine,Vazquez,1989/01/25,Peterson and Sons,2018/05/31,39,2018,OH,Golf
Michael,Brandt,1977/12/13,Rivera Ltd,2018/03/10,34,1996,MA,Golf
Eric,Cameron,1972/04/15,Williams-Stephenson,2018/06/19,96,1997,NH,Golf
Mark,Scott,1996/08/03,Rivera-Morrow,2018/05/16,69,2010,OK,Golf
Kristin,Gordon,1960/09/12,Scott and Sons,2018/10/05,85,1999,ME,Golf
Maria,Campbell,1973/02/18,Parker Group,2018/10/29,98,1985,HI,Golf
Christopher,Hughes,1964/01/31,"Alvarez, Schaefer and Robertson",2018/04/29,32,1985,CO,Golf
Gary,Barnett,1974/12/09,"Kelley, Gilbert and Jackson",2018/09/20,73,1997,OH,Golf
Mark,Doyle,1972/11/18,Parker Group,2018/11/05,31,2011,CT,Golf
Sarah,Kramer,1989/03/24,Keller Group,2018/10/28,30,2018,MO,Golf
Robert,Baker,1989/05/13,Williams-Stephenson,2018/08/15,98,2002,AR,Golf
Brittany,White,1961/03/10,"Alvarez, Schaefer and Robertson",2018/03/18,31,2001,AK,Golf
Gregory,Stephens,1980/04/02,Rivera Ltd,2018/09/05,59,2015,ID,Golf
Steve,Peters,1976/06/18,Parker Group,2018/09/21,87,2017,ME,Golf
Michelle,Lee,1970/04/08,Keller Group,2018/01/13,47,1995,DE,Golf
Darrell,Lee,1987/01/12,"Alvarez, Schaefer and Robertson",2018/09/22,74,2007,NV,Golf
Mary,Dennis,1966/06/05,Taylor-Alvarez,2018/04/25,51,2013,OR,Golf
Mary,Hudson,1967/08/18,"Alvarez, Schaefer and Robertson",2018/12/09,32,1992,NY,Golf
Joshua,Perez,1974/03/29,Taylor-Alvarez,2018/04/28,84,1991,VA,Golf
Paul,Baker,1992/02/16,Pearson Group,2018/01/31,55,2007,ND,Golf
Gregory,Rosario,1968/08/29,"Martin, Mcknight and Clark",2018/10/24,92,1996,WI,Golf
Ryan,Jones,1975/05/09,Rivera Ltd,2018/01/24,97,1990,NY,Golf
Willie,Simmons,1961/05/04,Parker Group,2018/10/27,65,1983,OH,Golf
Joseph,Perkins,1988/06/08,"Alvarez, Schaefer and Robertson",2018/07/09,89,2003,WI,Golf
Rebecca,Barrett,1969/01/11,"Hopkins, Barnes and Ward",2018/07/06,38,2013,OR,Golf
Robert,Thomas,1968/04/18,"Brown, Vasquez and Sanchez",2018/05/18,39,1980,CA,Golf
Mike,Wright,1974/02/25,"Kelley, Gilbert and Jackson",2018/10/27,77,2017,OH,Golf
Glenn,Garza,1975/01/12,Taylor-Alvarez,2018/07/19,35,2012,IA,Golf
Stephanie,Gordon,1966/04/17,"Smith, Torres and Matthews",2018/03/30,97,2001,UT,Golf
Brenda,Stark,1963/05/20,Taylor-Alvarez,2018/09/19,56,2009,OR,Golf
Natalie,Thomas,1960/01/26,"Brown, Vasquez and Sanchez",2018/04/22,96,2018,NM,Golf
Tammy,Phillips,1969/10/01,"Martin, Mcknight and Clark",2018/09/24,76,1997,MA,Golf
Ryan,Horne,1983/02/24,"Alvarez, Schaefer and Robertson",2018/11/20,41,2002,SD,Golf
Brent,Phillips,1978/06/21,"Alvarez, Schaefer and Robertson",2018/02/21,70,2003,TX,Golf
Monica,Baldwin,1986/11/03,Keller Group,2018/02/12,41,2004,AL,Golf
Nichole,Rodgers,1959/06/26,Bruce Inc,2018/10/18,88,2009,FL,Golf
Richard,Dalton,1966/06/29,"Kelley, Gilbert and Jackson",2018/03/22,93,1981,PA,Golf
Justin,Hahn,1966/08/13,Rivera-Morrow,2018/02/04,78,1983,SC,Golf
Lee,Wagner,1977/02/25,Rivera Ltd,2018/06/09,39,1992,TX,Golf
Felicia,Butler,1975/10/05,Bruce Inc,2018/12/17,79,2007,WV,Golf
Susan,Nelson,1980/11/03,Rivera Ltd,2018/05/30,61,2007,IL,Golf
Christopher,Moreno,1963/03/13,Taylor-Alvarez,2018/07/29,64,2010,MS,Golf
John,Castaneda,1994/02/19,Hunter Ltd,2018/04/18,38,2013,RI,Golf
Michael,Harris,1975/02/12,"Mullen, Huffman and Vasquez",2018/01/18,77,1999,MT,Golf
Kristin,Rivera,1970/03/20,Pearson Group,2018/06/25,71,2003,MI,Golf
Rhonda,Horton,1969/06/30,"Jackson, Carlson and Contreras",2018/05/07,96,2014,WI,Golf
Angela,Graves,1998/10/08,Pearson Group,2018/12/19,93,2014,TX,Golf
Corey,Roberson,1959/10/30,Peterson and Sons,2018/05/26,79,2014,GA,Golf
Marie,Simon,1982/04/07,Parker Group,2018/12/30,38,2011,SC,Golf
Samantha,Palmer,1974/04/19,"Hopkins, Barnes and Ward",2018/07/31,47,1995,MO,Golf
Margaret,Roberts,1968/09/30,"Brown, Vasquez and Sanchez",2018/10/26,73,1987,RI,Golf
Angela,Garcia,1969/05/01,,2018/11/07,70,1996,OK,Golf
Brandon,Gray,1971/11/18,Rivera-Morrow,2018/04/29,75,2018,NE,Golf
Christina,Tanner,1986/10/26,"Jackson, Carlson and Contreras",2018/07/15,44,2001,AK,Golf
Erica,King,1988/08/18,Mcdonald Inc,2018/07/31,34,2000,CT,Golf
Aaron,Mathis,1965/06/08,Rivera-Morrow,2018/04/26,79,1983,LA,Golf
Dennis,Bates,1966/06/25,Taylor-Alvarez,2018/06/24,61,2009,WV,Golf
Steven,Olson,1973/12/26,"Jackson, Carlson and Contreras",2018/06/04,59,2013,HI,Golf
Sarah,Adams,1976/09/01,Williams-Stephenson,2018/04/10,51,2001,WV,Golf
Briana,Garza,1973/02/15,Parker Group,2018/05/01,54,2009,GA,Golf
Carlos,Smith,1989/11/14,Williams-Stephenson,2018/08/17,77,2004,IA,Golf
Jesus,Matthews,1981/01/19,Williams-Stephenson,2018/12/07,98,2015,NV,Golf
Jeremy,Matthews,1982/05/15,Taylor-Alvarez,2018/04/02,88,2018,CA,Golf
William,Maldonado,1988/07/17,Peterson and Sons,2018/06/10,39,2011,WI,Golf
Sarah,Kelley,1992/07/22,Taylor-Alvarez,2018/04/18,98,2008,IN,Golf
Kevin,Horn,1962/10/15,"Mullen, Huffman and Vasquez",2018/02/09,79,1992,DC,Golf
Antonio,Moore,1982/12/02,Bruce Inc,2018/08/14,40,1999,TN,Golf
Stephanie,Lynch,1985/11/18,"Smith, Torres and Matthews",2018/06/03,69,2001,TX,Golf
Dylan,Tran,1960/09/10,Rivera Ltd,2018/06/07,75,1984,NE,Golf
Patricia,Obrien,1973/06/25,"Kelley, Gilbert and Jackson",2018/12/28,86,1998,NH,Golf
Hailey,Moore,1966/09/07,"Martin, Mcknight and Clark",2018/11/23,76,2010,AZ,Golf
Kelly,Heath,1970/01/07,Peterson and Sons,2018/05/24,86,1993,MI,Golf
Andrea,Bender,1968/03/28,Pearson Group,2018/02/23,83,1995,KS,Golf
Anthony,Miller,1982/09/07,Parker Group,2018/01/30,96,2013,OR,Golf
Diane,Hawkins,1959/03/05,"Alvarez, Schaefer and Robertson",2018/06/04,60,1991,IN,Golf
Kimberly,Marsh,1976/02/24,Scott and Sons,2018/12/29,39,1993,SC,Golf
Tanya,Fischer,1963/05/04,Taylor-Alvarez,2018/02/19,42,1978,UT,Golf
Bradley,Tucker,1976/10/17,Rivera Ltd,2018/08/14,30,1997,WI,Golf
Jenna,Martinez,1980/11/27,Peterson and Sons,2018/12/10,96,2017,AZ,Golf
Kayla,Scott,1984/05/13,"Brown, Vasquez and Sanchez",2018/01/25,83,2016,AL,Golf
Chelsea,Lloyd,1986/01/14,Mcdonald Inc,2018/02/09,34,2000,ME,Golf
Willie,Medina,1965/11/14,Peterson and Sons,2018/08/30,67,1987,TN,Golf
Caitlin,West,1969/08/10,"Smith, Torres and Matthews",2018/12/13,69,1999,AR,Golf
Amy,Manning,1980/04/21,"Smith, Torres and Matthews",2018/08/05,36,1998,ME,Golf
Christopher,Garner,1962/11/02,"Kelley, Gilbert and Jackson",2018/09/12,55,1999,WY,Golf
Joseph,Rogers,1980/01/02,Williams-Stephenson,2018/12/27,50,2006,HI,Golf
Stephanie,Ray,1961/02/13,Parker Group,2018/02/02,33,1983,LA,Golf
Renee,Little,1981/04/13,Bruce Inc,2018/06/24,77,2003,NH,Golf
Susan,Tucker,1979/05/05,,2018/12/13,85,2015,DE,Golf
Catherine,Owens,1969/12/12,Parker Group,2018/05/16,39,1989,NE,Golf
Amanda,Kim,1967/11/08,,2018/10/26,59,2005,CT,Golf
Dawn,Castaneda,1962/11/04,"Mullen, Huffman and Vasquez",2018/01/25,73,1975,ID,Golf
Daniel,Carr,1977/02/06,Taylor-Alvarez,2018/08/13,36,2009,WV,Golf
Christopher,Lin,1964/07/02,"Mullen, Huffman and Vasquez",2018/07/18,49,2008,WV,Golf
Brad,Fuentes,1972/06/21,Mcdonald Inc,2018/08/01,86,1992,MD,Golf
Annette,Flores,1980/03/10,Keller Group,2018/02/15,32,2014,MI,Golf
David,Schmidt,1977/01/07,,2018/04/01,71,1991,OR,Golf
Joseph,Parks,1982/07/07,"Alvarez, Schaefer and Robertson",2018/10/24,99,2008,AZ,Golf
Rebecca,Hayden,1976/03/12,"Smith, Torres and Matthews",2018/07/19,31,1999,RI,Golf
Nichole,Williams,1969/05/22,Rivera-Morrow,2018/09/23,69,1983,OH,Golf
Darrell,Lloyd,1990/04/21,"Alvarez, Schaefer and Robertson",2018/06/20,63,2005,ME,Golf
David,Martin,1980/01/22,Rivera-Morrow,2018/07/31,54,2012,IN,Golf
Ricky,Dixon,1966/12/19,"Brown, Vasquez and Sanchez",2018/02/24,54,2013,IN,Golf
Heather,Stafford,1991/02/02,Parker Group,2018/10/08,59,2007,MS,Golf
Ashley,Wheeler,1987/01/16,"Mullen, Huffman and Vasquez",2018/07/17,57,2013,AK,Golf
Joseph,Whitehead,1961/01/12,"Smith, Torres and Matthews",2018/12/02,50,1992,ME,Golf
Nathan,Hurley,1972/04/24,"Brown, Vasquez and Sanchez",2018/02/16,31,2012,MA,Golf
Kevin,Schmidt,1980/04/14,"Kelley, Gilbert and Jackson",2018/07/13,44,1998,OK,Golf
Brittany,Nguyen,1966/01/15,Williams-Stephenson,2018/07/13,64,2002,HI,Golf
John,Kennedy,1967/09/30,"Smith, Torres and Matthews",2018/05/05,44,2001,KS,Golf
Danielle,Dennis,1968/06/20,Taylor-Alvarez,2018/03/02,75,2012,NJ,Golf
Rhonda,Curtis,1969/12/14,"Alvarez, Schaefer and Robertson",2018/03/30,87,2013,CT,Golf
Gail,Brown,1962/12/21,,2018/12/24,79,1977,ID,Golf
Joanna,Maxwell,1997/03/25,,2018/05/19,32,2010,SD,Golf
Carla,Burns,1963/08/07,Williams-Stephenson,2018/01/18,86,2013,IA,Golf
Chad,Mitchell,1959/03/31,Hunter Ltd,2018/12/21,48,1984,HI,Golf
Matthew,Paul,1965/03/07,"Mullen, Huffman and Vasquez",2018/01/21,56,2013,KS,Golf
Patricia,Sanders,1962/01/19,"Kelley, Gilbert and Jackson",2018/03/03,38,1977,PA,Golf
Johnathan,Miller,1966/02/19,"Martin, Mcknight and Clark",2018/11/16,43,1996,OH,Golf
Dustin,House,1981/12/24,"Brown, Vasquez and Sanchez",2018/09/19,52,2001,MS,Golf
Susan,Hernandez,1966/03/23,"Brown, Vasquez and Sanchez",2018/08/04,99,1992,SD,Golf
Nancy,Jackson,1977/07/15,,2018/05/06,96,1999,PA,Golf
Erin,Thomas,1981/08/23,Scott and Sons,2018/03/21,33,1994,VA,Golf
Daniel,Poole,1965/07/26,Bruce Inc,2018/12/29,73,1987,NV,Golf
Kathy,Fitzpatrick,1966/09/13,Mcdonald Inc,2018/12/15,40,1991,CA,Golf
Christine,Davis,1970/09/12,Williams-Stephenson,2018/05/05,96,1994,FL,Golf
Nicholas,Gibson,1974/05/03,Peterson and Sons,2018/03/12,79,1999,OR,Golf
Roberta,Johnson,1970/03/19,Keller Group,2018/08/05,90,1996,NE,Golf
Jesus,Torres,1994/02/24,"Hopkins, Barnes and Ward",2018/10/16,63,2008,NY,Golf
Destiny,Glover,1983/08/24,"Mullen, Huffman and Vasquez",2018/08/20,35,2006,VT,Golf
Stephanie,Simpson,1973/02/14,"Brown, Vasquez and Sanchez",2018/11/18,33,2009,DC,Golf
Kenneth,Crawford,1982/01/26,,2018/10/31,34,2006,CA,Golf
Stacy,Tucker,1982/02/03,Rivera Ltd,2018/11/07,97,1997,NV,Golf
Patricia,Galloway,1966/02/23,Taylor-Alvarez,2018/03/05,41,1993,DE,Golf
Patrick,Dixon,1975/03/21,Taylor-Alvarez,2019/01/02,87,1991,UT,Golf
Sara,Hinton,1997/02/17,"Jackson, Carlson and Contreras",2018/02/15,41,2013,VT,Golf
Kimberly,Vance,1982/07/26,"Kelley, Gilbert and Jackson",2018/06/01,70,1995,IL,Golf
Cheryl,Mckee,1961/10/08,Keller Group,2018/07/18,91,1992,OH,Golf
Jessica,Lee,1968/02/05,"Alvarez, Schaefer and Robertson",2018/11/01,61,2007,ND,Golf
Matthew,Hernandez,1968/07/01,Rivera-Morrow,2018/09/15,67,1980,WY,Golf
Charles,Contreras,1981/05/09,"Alvarez, Schaefer and Robertson",2018/07/27,79,2012,HI,Golf
Deborah,Coffey,1962/09/14,"Jackson, Carlson and Contreras",2018/08/22,53,1987,CT,Golf
Henry,Collins,1987/07/27,Rivera Ltd,2018/10/11,37,2014,IN,Golf
Lisa,Fowler,1976/03/11,Bruce Inc,2018/07/26,54,2013,KS,Golf
Jacqueline,Brown,1978/11/26,"Brown, Vasquez and Sanchez",2018/11/16,43,1992,AK,Golf
Joseph,Grimes,1963/02/13,"Kelley, Gilbert and Jackson",2018/08/06,30,1979,ME,Golf
Patrick,Henderson,1980/05/18,Parker Group,2018/06/01,50,1995,NM,Golf
Ana,Rangel,1962/07/01,"Kelley, Gilbert and Jackson",2018/05/23,33,2011,MO,Golf
Jennifer,Vaughan,1959/09/03,Rivera-Morrow,2019/01/08,36,2007,SD,Golf
Gregory,Barnett,1965/11/27,Pearson Group,2018/09/01,41,1978,CO,Golf
Brandon,Mora,1987/09/29,Bruce Inc,2018/12/15,88,2009,MS,Golf
Robert,Becker,1974/08/08,Keller Group,2018/09/01,87,1987,NH,Golf
James,Thompson,1991/09/07,Scott and Sons,2018/01/09,87,2012,TN,Golf
William,James,1978/02/06,"Brown, Vasquez and Sanchez",2018/07/19,94,2012,ID,Golf
Wendy,Cline,1969/07/19,Rivera Ltd,2018/06/15,65,2014,TX,Golf
Anthony,Carter,1970/02/21,"Alvarez, Schaefer and Robertson",2018/03/29,93,2009,NV,Golf
Douglas,Hayden,1964/12/11,Rivera Ltd,2018/07/12,98,2018,CO,Golf
John,Gonzalez,1972/01/28,Mcdonald Inc,2018/05/09,67,2014,MI,Golf
Laura,Hogan,1971/08/28,Williams-Stephenson,2018/03/28,56,1985,OK,Golf
Sherry,Mendoza,1989/03/11,Taylor-Alvarez,2018/06/22,44,2006,VT,Golf
Parker,Pearson,1971/04/25,"Martin, Mcknight and Clark",2018/12/14,77,1985,MO,Golf
Thomas,Lane,1990/03/22,Rivera Ltd,2018/02/17,49,2009,WA,Golf
Tracie,Navarro,1963/07/09,,2018/07/25,85,2004,PA,Golf
Brandon,Gonzales,1979/03/18,,2018/01/19,79,2008,SC,Golf
Emily,Evans,1969/07/06,Hunter Ltd,2018/01/15,90,1996,LA,Golf
Lauren,Williams,1966/08/16,Hunter Ltd,2018/07/17,86,1999,ND,Golf
Jenna,Medina,1981/05/08,"Hopkins, Barnes and Ward",2018/12/20,71,1998,SD,Golf
Kenneth,Kerr,1984/08/29,"Martin, Mcknight and Clark",2018/03/31,97,2012,OR,Golf
Cindy,West,1977/01/26,Peterson and Sons,2018/11/21,32,1996,CT,Golf
Amanda,Faulkner,1977/02/26,Rivera Ltd,2018/07/28,44,1993,MS,Golf
Anthony,Mcdonald,1961/08/07,Taylor-Alvarez,2018/08/18,99,1979,NY,Golf
Brenda,Ashley,1961/03/01,Mcdonald Inc,2018/08/26,90,1982,DC,Golf
Richard,Anderson,1991/06/18,,2018/10/13,50,2013,MS,Golf
Joshua,Stephens,1970/05/27,Scott and Sons,2018/12/30,93,1990,CT,Golf
Teresa,Rivas,1970/05/09,"Smith, Torres and Matthews",2018/03/03,94,2017,WA,Golf
Joshua,Hernandez,1964/02/03,Rivera Ltd,2018/02/08,80,1987,WA,Golf
Cassandra,Gillespie,1963/02/20,Keller Group,2018/02/24,57,2008,NM,Golf
Timothy,Mccoy,1969/02/12,"Martin, Mcknight and Clark",2018/12/07,81,1994,SD,Golf
Adrienne,Robinson,1995/08/07,"Brown, Vasquez and Sanchez",2018/04/27,53,2016,MO,Golf
Danielle,Garcia,1967/01/15,"Jackson, Carlson and Contreras",2018/05/29,62,2012,NY,Golf
Janice,Martin,1978/03/09,"Martin, Mcknight and Clark",2018/01/10,32,2010,FL,Golf
Regina,Ferrell,1968/06/14,Parker Group,2018/03/11,78,1981,IN,Golf
Cynthia,Mckinney,1979/06/28,Pearson Group,2018/07/01,47,2007,VT,Golf
Austin,Davis,1992/05/09,"Jackson, Carlson and Contreras",2018/09/20,32,2012,AL,Golf
Brian,Bradley,1990/02/28,"Alvarez, Schaefer and Robertson",2018/06/17,43,2005,ID,Golf
Lauren,Hernandez,1983/09/26,"Brown, Vasquez and Sanchez",2018/01/10,89,2002,MS,Golf
Ryan,Orr,1981/02/19,Keller Group,2018/03/08,72,2010,CO,Golf
Carrie,Perez,1977/10/19,Rivera-Morrow,2018/07/02,66,2012,VA,Golf
Terry,Smith,1973/04/06,Bruce Inc,2018/08/12,89,2012,MA,Golf
Anna,Collier,1977/03/06,Peterson and Sons,2018/05/21,86,2008,NC,Golf
William,Hernandez,1965/05/21,Taylor-Alvarez,2018/12/27,96,2015,MS,Golf
Nicholas,Johnson,1982/04/12,Scott and Sons,2018/07/07,79,2009,NC,Golf
Rachel,Morris,1961/11/27,Parker Group,2018/09/30,70,1985,AK,Golf
Briana,Pearson,1960/12/16,"Martin, Mcknight and Clark",2018/12/18,62,2010,MA,Golf
Robert,Garrison,1989/06/20,Pearson Group,2018/08/20,82,2018,AZ,Golf
Keith,Lara,1984/12/03,Keller Group,2018/12/05,34,2005,MS,Golf
Samuel,Diaz,1990/04/11,,2018/11/30,52,2002,CT,Golf
James,Franklin,1967/02/22,Peterson and Sons,2018/09/09,91,1986,ID,Golf
Robert,Jones,1967/11/01,Taylor-Alvarez,2018/01/15,49,2009,MO,Golf
Michael,Esparza,1964/08/11,"Martin, Mcknight and Clark",2018/12/23,57,2009,ME,Golf
Brittany,Kirk,1981/04/22,"Mullen, Huffman and Vasquez",2018/08/12,83,2000,VA,Golf
Dustin,Reyes,1982/02/04,"Jackson, Carlson and Contreras",2018/01/14,44,2004,VT,Golf
Brittany,Flynn,1959/10/17,"Jackson, Carlson and Contreras",2018/06/14,77,1973,NJ,Golf
Melissa,Donaldson,1976/07/06,"Jackson, Carlson and Contreras",2018/12/23,79,1989,OK,Golf
Natasha,Dawson,1976/12/03,Rivera-Morrow,2018/03/26,63,2011,AK,Golf
Catherine,Johnson,1961/12/29,Pearson Group,2018/12/22,90,1993,MO,Golf
Sandra,Delacruz,1975/08/14,,2018/10/22,56,2007,HI,Golf
Keith,Wilkins,1967/01/29,Parker Group,2018/10/24,91,1987,RI,Golf
Tiffany,Thomas,1963/01/05,"Kelley, Gilbert and Jackson",2018/08/10,72,1987,WY,Golf
Erin,Perez,1966/07/18,"Mullen, Huffman and Vasquez",2018/07/01,63,1999,KY,Golf
Rebecca,Phillips,1965/07/17,Taylor-Alvarez,2018/11/09,85,2000,AR,Golf
Anna,Jones,1960/10/09,Keller Group,2018/05/22,65,1974,NV,Golf
Mario,Garza,1984/06/09,Hunter Ltd,2018/10/18,58,1997,UT,Golf
Theresa,Johnson,1961/06/17,Mcdonald Inc,2018/02/08,61,1997,PA,Golf
Jason,Clark,1977/03/26,"Brown, Vasquez and Sanchez",2018/05/27,33,2009,WV,Golf
Kayla,Hayes,1960/12/10,Scott and Sons,2018/08/21,94,1995,WI,Golf
Daniel,Greene,1978/09/27,Hunter Ltd,2018/01/30,54,1992,SD,Golf
Robert,Garcia,1975/08/15,Peterson and Sons,2018/08/26,47,1990,NE,Golf
Jacqueline,Nelson,1991/06/25,Keller Group,2018/06/18,63,2005,KY,Golf
Crystal,Cooper,1965/05/03,"Brown, Vasquez and Sanchez",2018/07/09,31,1988,WI,Golf
Melissa,Wilson,1979/05/27,"Brown, Vasquez and Sanchez",2018/09/03,53,2002,ME,Golf
Mark,Wheeler,1981/02/10,,2018/05/13,90,2009,LA,Golf
Mike,Booth,1974/10/30,Mcdonald Inc,2018/10/13,44,2010,SD,Golf
James,Hale,1976/02/01,Scott and Sons,2018/10/27,49,1998,MN,Golf
Ann,Jackson,1991/07/31,"Smith, Torres and Matthews",2018/06/19,47,2017,IA,Golf
Jose,Manning,1959/09/22,Mcdonald Inc,2018/10/15,81,2010,OK,Golf
Jessica,Mahoney,1959/10/27,"Hopkins, Barnes and Ward",2018/02/12,91,1980,MI,Golf
John,Hayden,1960/06/01,Keller Group,2018/11/02,35,2004,MN,Golf
Mary,Hickman,1963/04/18,"Smith, Torres and Matthews",2018/11/25,96,1977,AK,Golf
Donald,Garcia,1961/11/07,"Brown, Vasquez and Sanchez",2018/04/05,71,1984,MS,Golf
Sarah,Williams,1982/05/15,Mcdonald Inc,2018/06/20,70,2015,NC,Golf
Maria,Garza,1990/04/20,"Mullen, Huffman and Vasquez",2018/05/05,59,2017,CT,Golf
Karen,Rhodes,1996/09/26,Keller Group,2018/11/25,49,2018,FL,Golf
Hailey,Mccoy,1973/12/06,Scott and Sons,2018/12/25,63,2012,NJ,Golf
Timothy,Richardson,1981/01/20,Bruce Inc,2018/10/08,46,2005,NV,Golf
Sarah,Watson,1984/10/02,"Jackson, Carlson and Contreras",2018/07/21,52,2008,VA,Golf
Roberto,Davis,1980/09/08,"Kelley, Gilbert and Jackson",2018/09/16,83,2011,OH,Golf
Robert,Howard,1961/07/18,Mcdonald Inc,2018/12/11,67,1974,CT,Golf
David,Walker,1977/07/08,Taylor-Alvarez,2018/09/05,90,1993,KY,Golf
Victor,Lowe,1964/08/31,"Kelley, Gilbert and Jackson",2018/04/21,56,2004,WI,Golf
Sarah,Sellers,1967/08/01,Parker Group,2018/02/16,80,1998,CT,Golf
Amy,Gonzales,1987/09/02,Pearson Group,2018/03/16,37,2013,NC,Golf
Judith,Roberts,1994/12/12,"Brown, Vasquez and Sanchez",2018/12/08,71,2009,IL,Golf
Elizabeth,Grimes,1990/09/19,"Alvarez, Schaefer and Robertson",2018/04/20,42,2003,NC,Golf
Andrew,Adams,1987/06/26,Pearson Group,2018/07/20,86,2007,UT,Golf
Zachary,Pitts,1977/11/07,Scott and Sons,2018/03/22,95,1997,RI,Golf
Alice,Little,1968/05/02,Scott and Sons,2018/08/29,47,2000,IN,Golf
Jerry,Mcdonald,1980/10/17,Scott and Sons,2018/09/15,33,2013,OK,Golf
Keith,Le,1966/03/22,Mcdonald Inc,2018/09/20,57,1998,AK,Golf
Olivia,Schaefer,1991/12/03,Rivera Ltd,2018/10/01,57,2014,IL,Golf
Lori,Anderson,1972/03/01,Hunter Ltd,2018/11/04,77,1985,PA,Golf
Thomas,White,1962/04/11,Bruce Inc,2018/03/30,42,1984,OR,Golf
Cheryl,Mendoza,1966/05/06,Scott and Sons,2018/03/22,59,1982,VT,Golf
Jacob,Wu,1973/09/18,Bruce Inc,2018/11/26,63,2014,CO,Golf
Raymond,Warren,1972/06/01,Bruce Inc,2018/10/23,78,1996,MO,Golf
Patricia,Williams,1961/08/13,"Kelley, Gilbert and Jackson",2018/06/28,53,2012,ID,Golf
Patricia,Adams,1965/10/05,Bruce Inc,2018/06/26,60,1981,CT,Golf
Kristin,Kim,1964/06/23,Taylor-Alvarez,2018/03/28,92,1990,MT,Golf
Jill,Leon,1988/04/12,Hunter Ltd,2018/08/12,38,2002,FL,Golf
Holly,Harris,1970/07/10,Williams-Stephenson,2018/10/29,83,1995,MO,Golf
Shelley,Davis,1981/08/15,"Kelley, Gilbert and Jackson",2018/05/29,84,1994,KS,Golf
Joshua,Jones,1969/07/23,Bruce Inc,2018/02/23,38,2013,OK,Golf
Jessica,Miller,1959/09/22,"Brown, Vasquez and Sanchez",2018/04/20,44,2010,MA,Golf
Jill,Green,1970/12/03,Taylor-Alvarez,2019/01/03,49,2018,NY,Golf
Zachary,Hall,1959/05/03,"Martin, Mcknight and Clark",2018/02/09,89,2010,ID,Golf
Ann,Mitchell,1968/05/21,"Kelley, Gilbert and Jackson",2018/05/27,49,1987,NE,Golf
Samuel,Gonzales,1963/07/19,"Mullen, Huffman and Vasquez",2018/12/12,59,1993,IN,Golf
Monique,Potter,1964/01/18,Hunter Ltd,2018/10/29,84,2010,FL,Golf
Jennifer,Cooper,1992/03/24,Mcdonald Inc,2018/03/15,85,2011,NV,Golf
Natalie,Rivera,1959/03/28,Rivera-Morrow,2018/07/31,48,2011,WA,Golf
Alexander,Sparks,1996/06/01,"Smith, Torres and Matthews",2018/08/16,95,2013,OH,Golf
