first_name,last_name,dob,company_name,last_active,score,member_since,state,source,errors
Rodney,Montoya,1986/08/09,"Hopkins, Barnes and Ward",2018/07/23,64,1982,CA,Golf,"Member Since Before DOB,Suspicious Join Age"
Kristin,Thomas,1965/01/15,"Smith, Torres and Matthews",2018/09/26,64,1976,CO,Golf,Suspicious Join Age
Robert,Hart,1991/03/31,"Hopkins, Barnes and Ward",2018/05/22,97,1972,GA,Golf,"Member Since Before DOB,Suspicious Join Age"
Michael,Parsons,1996/08/13,Keller Group,2018/06/10,34,1992,RI,Golf,"Member Since Before DOB,Suspicious Join Age"
Kevin,Pruitt,1997/11/10,"Alvarez, Schaefer and Robertson",2018/08/04,36,2005,TN,Golf,Suspicious Join Age
Bryan,Mitchell,1992/08/05,Mcdonald Inc,2018/08/08,52,1976,GA,Golf,"Member Since Before DOB,Suspicious Join Age"
Katherine,Moyer,1994/07/24,Rivera Ltd,2018/02/03,49,2003,UT,Golf,Suspicious Join Age
Tiffany,Brown,1992/07/13,Rivera Ltd,2018/07/24,60,1981,OR,Golf,"Member Since Before DOB,Suspicious Join Age"
Jennifer,Hayes,1998/11/16,"Smith, Torres and Matthews",2018/03/01,62,1995,VA,Golf,"Member Since Before DOB,Suspicious Join Age"
Ariel,Hines,1988/05/01,"Martin, Mcknight and Clark",2018/09/04,66,1988,NH,Golf,Suspicious Join Age
Thomas,Willis,1964/11/03,Peterson and Sons,2018/09/14,49,1974,KY,Golf,Suspicious Join Age
Jason,Vincent,1993/11/27,,2018/02/06,71,1985,TX,Golf,"Member Since Before DOB,Suspicious Join Age"
Stacey,Santiago,1982/11/25,"Smith, Torres and Matthews",2018/08/27,70,1980,ME,Golf,"Member Since Before DOB,Suspicious Join Age"
Anna,Hull,1994/11/28,"Brown, Vasquez and Sanchez",2018/03/01,51,1991,WI,Golf,"Member Since Before DOB,Suspicious Join Age"
Maxwell,Escobar,1993/06/23,"Jackson, Carlson and Contreras",2018/03/15,67,2002,MN,Golf,Suspicious Join Age
Steven,Porter,1998/10/31,Rivera-Morrow,2018/06/14,38,2007,WA,Golf,Suspicious Join Age
Tanya,Stephens,1985/12/24,Keller Group,2018/09/01,36,1976,NM,Golf,"Member Since Before DOB,Suspicious Join Age"
Billy,Rodriguez,1988/03/31,"Jackson, Carlson and Contreras",2018/11/22,58,1993,AK,Golf,Suspicious Join Age
John,Campbell,1998/11/02,Rivera-Morrow,2018/05/30,43,1975,IN,Golf,"Member Since Before DOB,Suspicious Join Age"
Angela,Lee,1995/11/10,"Jackson, Carlson and Contreras",2018/08/16,76,1984,AK,Golf,"Member Since Before DOB,Suspicious Join Age"
Tiffany,Clark,1974/04/04,"Brown, Vasquez and Sanchez",2018/07/24,83,1975,SC,Golf,Suspicious Join Age
Sara,Jackson,1996/11/28,Peterson and Sons,2018/10/05,65,1995,SD,Golf,"Member Since Before DOB,Suspicious Join Age"
James,Rose,1988/10/25,Parker Group,2018/12/08,38,1986,IL,Golf,"Member Since Before DOB,Suspicious Join Age"
Christopher,Johnson,1992/11/12,Rivera-Morrow,2018/05/15,54,1972,AK,Golf,"Member Since Before DOB,Suspicious Join Age"
Phillip,Hale,1983/02/22,"Kelley, Gilbert and Jackson",2018/08/14,89,1979,PA,Golf,"Member Since Before DOB,Suspicious Join Age"
Kathy,Leon,1972/11/09,Rivera Ltd,2019/01/01,55,1982,IL,Golf,Suspicious Join Age
Christopher,Benson,1977/02/21,"Brown, Vasquez and Sanchez",2018/07/10,72,1984,ID,Golf,Suspicious Join Age
Daniel,King,1984/05/23,"Mullen, Huffman and Vasquez",2018/06/07,33,1988,VA,Golf,Suspicious Join Age
Andrew,Morales,1993/04/17,"Jackson, Carlson and Contreras",2018/01/09,45,1978,ID,Golf,"Member Since Before DOB,Suspicious Join Age"
Jennifer,Hawkins,1995/05/11,Mcdonald Inc,2018/02/23,50,1974,TX,Golf,"Member Since Before DOB,Suspicious Join Age"
Christopher,Kramer,1995/07/18,"Alvarez, Schaefer and Robertson",2018/10/15,61,1974,SD,Golf,"Member Since Before DOB,Suspicious Join Age"
Victor,Smith,1996/03/09,Scott and Sons,2018/11/21,60,1990,KY,Golf,"Member Since Before DOB,Suspicious Join Age"
Andrea,Taylor,1993/11/08,"Jackson, Carlson and Contreras",2018/12/13,59,1991,AL,Golf,"Member Since Before DOB,Suspicious Join Age"
Matthew,Meadows,1970/05/16,Rivera-Morrow,2018/07/20,70,1970,NC,Golf,Suspicious Join Age
Megan,Greene,1970/04/06,Bruce Inc,2018/03/26,93,1972,MS,Golf,Suspicious Join Age
Nicole,Mendez,1993/08/19,"Hopkins, Barnes and Ward",2018/11/24,48,1977,WY,Golf,"Member Since Before DOB,Suspicious Join Age"
Dawn,Allen,1971/05/10,Bruce Inc,2018/11/14,47,1982,MI,Golf,Suspicious Join Age
Shelby,Gomez,1991/12/14,"Jackson, Carlson and Contreras",2018/11/10,35,1970,NH,Golf,"Member Since Before DOB,Suspicious Join Age"
Hannah,Wilkins,1998/04/14,"Martin, Mcknight and Clark",2018/12/16,95,1985,OH,Golf,"Member Since Before DOB,Suspicious Join Age"
William,Kaiser,1993/09/16,"Mullen, Huffman and Vasquez",2018/07/11,87,1971,CA,Golf,"Member Since Before DOB,Suspicious Join Age"
Derrick,Murphy,1979/04/26,"Hopkins, Barnes and Ward",2018/04/17,87,1983,VT,Golf,Suspicious Join Age
Peter,Jones,1997/01/05,Parker Group,2018/06/14,38,1985,NM,Golf,"Member Since Before DOB,Suspicious Join Age"
Beth,Freeman,1978/03/11,Williams-Stephenson,2018/07/21,62,1980,CO,Golf,Suspicious Join Age
Michael,Anderson,1979/11/20,Pearson Group,2018/04/27,52,1976,ND,Golf,"Member Since Before DOB,Suspicious Join Age"
Sarah,Snyder,1972/07/06,Scott and Sons,2018/10/31,65,1979,HI,Golf,Suspicious Join Age
Amanda,Martinez,1992/10/05,Keller Group,2018/05/29,51,1987,LA,Golf,"Member Since Before DOB,Suspicious Join Age"
Rachel,Ward,1998/04/21,"Mullen, Huffman and Vasquez",2018/04/30,85,1986,CO,Golf,"Member Since Before DOB,Suspicious Join Age"
Traci,Hudson,1962/09/29,"Martin, Mcknight and Clark",2018/11/23,59,1973,MT,Golf,Suspicious Join Age
Johnathan,Hendricks,1978/03/27,"Alvarez, Schaefer and Robertson",2018/12/13,47,1975,TN,Golf,"Member Since Before DOB,Suspicious Join Age"
Ryan,Powell,1985/09/30,Rivera Ltd,2018/08/11,55,1986,OK,Golf,Suspicious Join Age
Joseph,Garcia,1974/06/20,"Hopkins, Barnes and Ward",2018/10/21,38,1979,AR,Golf,Suspicious Join Age
Chad,Lam,1993/05/26,"Jackson, Carlson and Contreras",2018/04/02,75,1988,MO,Golf,"Member Since Before DOB,Suspicious Join Age"
Mary,Luna,1989/12/16,"Smith, Torres and Matthews",2018/06/06,88,1977,VT,Golf,"Member Since Before DOB,Suspicious Join Age"
Jeremy,White,1993/03/01,"Kelley, Gilbert and Jackson",2018/07/18,74,1986,SC,Golf,"Member Since Before DOB,Suspicious Join Age"
Christina,King,1984/02/12,Rivera-Morrow,2018/08/25,80,1974,AL,Golf,"Member Since Before DOB,Suspicious Join Age"
Michael,Rodriguez,1972/02/01,"Brown, Vasquez and Sanchez",2018/04/16,97,1975,FL,Golf,Suspicious Join Age
Rebecca,Huff,1974/01/03,,2018/06/28,59,1985,MS,Golf,Suspicious Join Age
Kimberly,Lopez,1977/10/12,"Martin, Mcknight and Clark",2018/09/27,85,1973,OH,Golf,"Member Since Before DOB,Suspicious Join Age"
Hannah,Mullins,1998/09/13,,2018/05/03,44,1974,UT,Golf,"Member Since Before DOB,Suspicious Join Age"
Kevin,Hernandez,1990/08/20,Pearson Group,2018/10/27,80,1982,WV,Golf,"Member Since Before DOB,Suspicious Join Age"
Kristen,Rhodes,1961/06/17,"Mullen, Huffman and Vasquez",2018/04/05,79,1970,WI,Golf,Suspicious Join Age
Meagan,Jones,1989/12/19,Parker Group,2018/10/02,61,1997,MO,Golf,Suspicious Join Age
Adrian,Hoffman,1984/04/02,"Jackson, Carlson and Contreras",2018/03/20,73,1974,AR,Golf,"Member Since Before DOB,Suspicious Join Age"
John,Mccarty,1971/03/28,Hunter Ltd,2018/03/15,77,1978,UT,Golf,Suspicious Join Age
Ashley,Bruce,1979/01/02,"Alvarez, Schaefer and Robertson",2018/03/10,94,1977,NH,Golf,"Member Since Before DOB,Suspicious Join Age"
Lynn,Lewis,1994/01/06,"Jackson, Carlson and Contreras",2019/01/01,56,1974,PA,Golf,"Member Since Before DOB,Suspicious Join Age"
Ralph,Lee,1967/08/10,Williams-Stephenson,2018/05/17,42,1973,LA,Golf,Suspicious Join Age
Alexandria,Scott,1990/09/04,"Kelley, Gilbert and Jackson",2018/05/20,94,1972,AK,Golf,"Member Since Before DOB,Suspicious Join Age"
Rebecca,Jones,1974/07/05,,2018/09/20,33,1974,AK,Golf,Suspicious Join Age
Alex,Salazar,1994/05/27,Parker Group,2018/07/01,48,1997,NY,Golf,Suspicious Join Age
Justin,Barrett,1978/08/08,"Alvarez, Schaefer and Robertson",2018/02/06,82,1984,AL,Golf,Suspicious Join Age
James,Holder,1993/11/20,Hunter Ltd,2018/09/03,43,2003,MA,Golf,Suspicious Join Age
Ashley,Thompson,1969/03/28,Hunter Ltd,2018/03/11,32,1970,IA,Golf,Suspicious Join Age
Carrie,Shepard,1998/01/18,"Mullen, Huffman and Vasquez",2018/09/16,46,1995,DE,Golf,"Member Since Before DOB,Suspicious Join Age"
Julie,Foley,1987/11/23,Taylor-Alvarez,2018/06/12,83,1981,NM,Golf,"Member Since Before DOB,Suspicious Join Age"
Christy,Mckenzie,1989/01/05,"Kelley, Gilbert and Jackson",2018/11/24,39,1993,SC,Golf,Suspicious Join Age
Steven,Sanchez,1997/07/11,Bruce Inc,2018/01/14,36,1971,WI,Golf,"Member Since Before DOB,Suspicious Join Age"
Kathy,Johnson,1997/05/31,,2018/06/20,79,1980,NH,Golf,"Member Since Before DOB,Suspicious Join Age"
Kimberly,Meyers,1987/12/06,Williams-Stephenson,2018/01/27,35,1974,MA,Golf,"Member Since Before DOB,Suspicious Join Age"
Patrick,Anderson,1992/12/17,,2018/02/25,93,2002,MT,Golf,Suspicious Join Age
Michael,Oliver,1986/01/04,"Smith, Torres and Matthews",2018/04/21,66,1989,ID,Golf,Suspicious Join Age
Jermaine,Tate,1991/02/05,"Alvarez, Schaefer and Robertson",2018/08/05,55,1994,DC,Golf,Suspicious Join Age
Pamela,Lopez,1982/11/27,Williams-Stephenson,2018/02/10,62,1981,KY,Golf,"Member Since Before DOB,Suspicious Join Age"
Christina,Oliver,1995/09/21,"Brown, Vasquez and Sanchez",2018/03/09,36,1999,MS,Golf,Suspicious Join Age
Kiara,Clark,1992/08/06,Taylor-Alvarez,2018/05/20,53,2002,MA,Golf,Suspicious Join Age
Thomas,White,1994/01/17,Scott and Sons,2018/07/14,89,1985,NE,Golf,"Member Since Before DOB,Suspicious Join Age"
Joshua,Davidson,1990/05/13,Parker Group,2018/06/25,87,1986,NV,Golf,"Member Since Before DOB,Suspicious Join Age"
Kelly,Davis,1987/10/02,"Hopkins, Barnes and Ward",2018/11/11,31,1996,MI,Golf,Suspicious Join Age
Carlos,Miller,1995/01/09,Williams-Stephenson,2018/09/21,44,2003,NE,Golf,Suspicious Join Age
Stanley,Mercado,1969/08/15,Parker Group,2019/01/07,92,1974,LA,Golf,Suspicious Join Age
Laura,Pena,1989/02/19,"Kelley, Gilbert and Jackson",2018/02/25,81,1998,MN,Golf,Suspicious Join Age
Joel,Owens,1976/12/08,,2018/04/03,96,1970,TN,Golf,"Member Since Before DOB,Suspicious Join Age"
Teresa,Jones,1982/05/14,Taylor-Alvarez,2018/04/20,98,1981,MD,Golf,"Member Since Before DOB,Suspicious Join Age"
Gina,Lowe,1990/12/05,Hunter Ltd,2018/12/11,37,1994,GA,Golf,Suspicious Join Age
Brenda,Smith,1968/09/24,Bruce Inc,2018/08/24,50,1973,SC,Golf,Suspicious Join Age
Janet,Burgess,1966/10/05,,2018/01/28,45,1970,TX,Golf,Suspicious Join Age
Ashley,Brown,1989/10/07,"Hopkins, Barnes and Ward",2018/09/19,84,1981,TN,Golf,"Member Since Before DOB,Suspicious Join Age"
Sharon,Mejia,1985/06/29,"Alvarez, Schaefer and Robertson",2018/09/07,80,1974,OH,Golf,"Member Since Before DOB,Suspicious Join Age"
Ann,Mcfarland,1986/11/04,Parker Group,2018/07/06,52,1983,UT,Golf,"Member Since Before DOB,Suspicious Join Age"
Kyle,Beard,1995/05/20,Williams-Stephenson,2018/05/24,76,1975,DE,Golf,"Member Since Before DOB,Suspicious Join Age"
James,Graham,1998/11/19,"Martin, Mcknight and Clark",2018/12/20,96,1975,DE,Golf,"Member Since Before DOB,Suspicious Join Age"
Karl,Miles,1994/10/19,"Alvarez, Schaefer and Robertson",2018/10/11,42,1980,ID,Golf,"Member Since Before DOB,Suspicious Join Age"
Luke,Munoz,1976/03/31,"Jackson, Carlson and Contreras",2018/04/11,75,1982,CA,Golf,Suspicious Join Age
Matthew,Johnson,1975/08/15,Mcdonald Inc,2018/12/20,62,1970,AL,Golf,"Member Since Before DOB,Suspicious Join Age"
Jasmine,Guzman,1993/04/18,"Alvarez, Schaefer and Robertson",2018/07/15,52,1984,MD,Golf,"Member Since Before DOB,Suspicious Join Age"
Kayla,Clark,1994/02/10,"Mullen, Huffman and Vasquez",2018/12/02,35,1997,NV,Golf,Suspicious Join Age
Russell,Reynolds,1963/11/11,Keller Group,2018/01/16,71,1971,CT,Golf,Suspicious Join Age
Thomas,Norris,1979/10/20,"Jackson, Carlson and Contreras",2018/04/30,61,1977,GA,Golf,"Member Since Before DOB,Suspicious Join Age"
Eddie,Coleman,1997/12/05,Williams-Stephenson,2018/09/01,89,1987,WY,Golf,"Member Since Before DOB,Suspicious Join Age"
Erik,Willis,1992/03/28,"Jackson, Carlson and Contreras",2018/06/21,43,1991,TN,Golf,"Member Since Before DOB,Suspicious Join Age"
Gregory,Allen,1996/04/05,Bruce Inc,2018/01/12,46,1983,NY,Golf,"Member Since Before DOB,Suspicious Join Age"
Isabella,Lewis,1997/03/28,Bruce Inc,2018/04/23,49,2004,NH,Golf,Suspicious Join Age
Nicholas,Zimmerman,1990/07/05,"Smith, Torres and Matthews",2018/10/03,44,1980,NY,Golf,"Member Since Before DOB,Suspicious Join Age"
William,Cunningham,1984/04/08,"Martin, Mcknight and Clark",2018/02/18,62,1975,KS,Golf,"Member Since Before DOB,Suspicious Join Age"
Theresa,Martinez,1993/06/03,"Alvarez, Schaefer and Robertson",2018/06/01,48,2003,NJ,Golf,Suspicious Join Age
Jennifer,Stafford,1997/03/03,Hunter Ltd,2018/07/01,75,1992,CO,Golf,"Member Since Before DOB,Suspicious Join Age"
Amy,Leon,1983/01/17,Taylor-Alvarez,2018/10/03,95,1970,VT,Golf,"Member Since Before DOB,Suspicious Join Age"
Danielle,Wright,1970/06/04,Mcdonald Inc,2018/07/03,67,1973,DC,Golf,Suspicious Join Age
John,Phillips,1988/02/19,Williams-Stephenson,2018/08/28,67,1995,RI,Golf,Suspicious Join Age
Mary,Wade,1997/09/11,Williams-Stephenson,2018/05/26,69,2004,KS,Golf,Suspicious Join Age
Claudia,Whitney,1984/04/14,"Smith, Torres and Matthews",2018/12/14,63,1979,SC,Golf,"Member Since Before DOB,Suspicious Join Age"
Traci,Wilson,1978/09/05,"Alvarez, Schaefer and Robertson",2018/10/30,94,1988,OK,Golf,Suspicious Join Age
John,Bishop,1987/11/16,"Martin, Mcknight and Clark",2018/10/15,35,1970,ND,Golf,"Member Since Before DOB,Suspicious Join Age"
Jorge,Hartman,1987/10/25,"Kelley, Gilbert and Jackson",2018/11/14,44,1982,NY,Golf,"Member Since Before DOB,Suspicious Join Age"
James,Smith,1998/03/29,,2018/08/21,73,1983,WY,Golf,"Member Since Before DOB,Suspicious Join Age"
Nicole,Newman,1988/04/22,Peterson and Sons,2018/04/20,58,1970,VT,Golf,"Member Since Before DOB,Suspicious Join Age"
Melissa,Stevenson,1968/08/02,"Alvarez, Schaefer and Robertson",2018/05/26,64,1975,AZ,Golf,Suspicious Join Age
Stephen,Gibson,1982/06/14,"Mullen, Huffman and Vasquez",2018/09/25,35,1971,WV,Golf,"Member Since Before DOB,Suspicious Join Age"
Brittany,Torres,1977/06/13,,2018/11/04,83,1981,WV,Golf,Suspicious Join Age
Matthew,Turner,1987/07/24,"Hopkins, Barnes and Ward",2018/09/05,55,1996,MO,Golf,Suspicious Join Age
Brian,Martin,1966/03/13,Scott and Sons,2018/04/24,33,1976,FL,Golf,Suspicious Join Age
Austin,Fry,1982/11/17,"Mullen, Huffman and Vasquez",2018/10/30,70,1978,NY,Golf,"Member Since Before DOB,Suspicious Join Age"
Jorge,Webb,1997/02/02,Parker Group,2018/02/22,75,1995,MN,Golf,"Member Since Before DOB,Suspicious Join Age"
William,Thompson,1985/11/20,Williams-Stephenson,2018/12/27,78,1971,CT,Golf,"Member Since Before DOB,Suspicious Join Age"
Brett,Harris,1995/02/10,"Smith, Torres and Matthews",2018/01/30,62,1997,WY,Golf,Suspicious Join Age
Brian,Wilson,1975/09/07,Rivera Ltd,2018/12/13,37,1970,CT,Golf,"Member Since Before DOB,Suspicious Join Age"
Jacqueline,Rowland,1978/08/29,Scott and Sons,2018/11/27,60,1971,CO,Golf,"Member Since Before DOB,Suspicious Join Age"
Samuel,Hubbard,1975/03/23,"Jackson, Carlson and Contreras",2018/08/27,82,1974,DE,Golf,"Member Since Before DOB,Suspicious Join Age"
Phillip,Aguilar,1962/07/27,Keller Group,2018/09/13,90,1973,NJ,Golf,Suspicious Join Age
Amy,Perry,1965/09/30,"Mullen, Huffman and Vasquez",2018/10/26,42,1974,VA,Golf,Suspicious Join Age
Tanner,Matthews,1968/06/26,Pearson Group,2018/03/16,82,1976,NV,Golf,Suspicious Join Age
Samantha,Gonzales,1985/03/30,"Smith, Torres and Matthews",2018/11/06,86,1988,TN,Golf,Suspicious Join Age
Maria,Thompson,1991/02/02,"Kelley, Gilbert and Jackson",2018/08/03,68,1984,NJ,Golf,"Member Since Before DOB,Suspicious Join Age"
Erika,Brennan,1996/04/13,Rivera Ltd,2018/04/07,54,1975,DC,Golf,"Member Since Before DOB,Suspicious Join Age"
Lisa,Roberts,1981/02/15,"Kelley, Gilbert and Jackson",2018/04/01,99,1972,NY,Golf,"Member Since Before DOB,Suspicious Join Age"
Craig,Brown,1988/12/09,"Mullen, Huffman and Vasquez",2018/08/26,35,1999,ME,Golf,Suspicious Join Age
Jessica,Hernandez,1989/08/14,"Mullen, Huffman and Vasquez",2018/01/16,37,2000,MA,Golf,Suspicious Join Age
Anna,Mcdaniel,1990/04/26,"Jackson, Carlson and Contreras",2018/10/05,39,1988,NE,Golf,"Member Since Before DOB,Suspicious Join Age"
Kenneth,Price,1983/12/28,Keller Group,2018/07/31,41,1970,LA,Golf,"Member Since Before DOB,Suspicious Join Age"
Caitlin,Davis,1987/11/02,Taylor-Alvarez,2018/10/24,79,1997,NE,Golf,Suspicious Join Age
Nicholas,Lyons,1998/02/19,Mcdonald Inc,2018/08/08,88,1999,MI,Golf,Suspicious Join Age
Sean,Patterson,1990/11/25,Rivera Ltd,2018/12/18,99,1976,MT,Golf,"Member Since Before DOB,Suspicious Join Age"
Cindy,Norris,1976/03/05,"Smith, Torres and Matthews",2018/11/02,39,1980,MN,Golf,Suspicious Join Age
Charles,Martinez,1983/01/17,Scott and Sons,2018/11/23,32,1976,OR,Golf,"Member Since Before DOB,Suspicious Join Age"
Christian,Simmons,1979/10/26,Peterson and Sons,2018/07/31,72,1975,OR,Golf,"Member Since Before DOB,Suspicious Join Age"
Daniel,Anderson,1995/07/29,"Hopkins, Barnes and Ward",2018/04/08,86,1972,KY,Golf,"Member Since Before DOB,Suspicious Join Age"
Edgar,Singleton,1997/10/28,"Smith, Torres and Matthews",2018/03/14,91,1972,IL,Golf,"Member Since Before DOB,Suspicious Join Age"
John,West,1989/07/16,"Alvarez, Schaefer and Robertson",2019/01/06,33,1988,NY,Golf,"Member Since Before DOB,Suspicious Join Age"
Robin,Moyer,1991/03/20,Bruce Inc,2018/11/10,97,1997,AL,Golf,Suspicious Join Age
Vincent,Smith,1978/05/29,Bruce Inc,2018/03/20,43,1975,LA,Golf,"Member Since Before DOB,Suspicious Join Age"
Steven,Miller,1981/01/05,,2018/06/24,88,1990,KS,Golf,Suspicious Join Age
Travis,Soto,1994/09/09,"Jackson, Carlson and Contreras",2018/12/28,43,1983,WA,Golf,"Member Since Before DOB,Suspicious Join Age"
Jessica,Cross,1997/12/18,Bruce Inc,2018/04/25,75,1994,VA,Golf,"Member Since Before DOB,Suspicious Join Age"
Lisa,Lawson,1965/10/08,"Martin, Mcknight and Clark",2018/11/19,88,1974,WA,Golf,Suspicious Join Age
Daniel,Meyers,1995/11/17,"Mullen, Huffman and Vasquez",2018/10/30,56,1997,CT,Golf,Suspicious Join Age
James,Richardson,1994/03/08,Pearson Group,2018/11/28,72,1981,MD,Golf,"Member Since Before DOB,Suspicious Join Age"
Keith,Williamson,1996/07/13,Williams-Stephenson,2018/07/17,32,1972,NH,Golf,"Member Since Before DOB,Suspicious Join Age"
Jennifer,Vasquez,1996/09/22,Parker Group,2018/08/06,97,2004,GA,Golf,Suspicious Join Age
Crystal,Martinez,1965/07/16,,2018/06/02,49,1970,MI,Golf,Suspicious Join Age
Morgan,Calderon,1989/06/24,"Mullen, Huffman and Vasquez",2018/09/04,35,1970,NE,Golf,"Member Since Before DOB,Suspicious Join Age"
Jennifer,Mcdowell,1969/12/05,Bruce Inc,2018/05/08,52,1979,SC,Golf,Suspicious Join Age
Christina,Clark,1989/08/26,"Mullen, Huffman and Vasquez",2018/07/16,98,1974,AL,Golf,"Member Since Before DOB,Suspicious Join Age"
Sara,Hardy,1991/05/21,Peterson and Sons,2018/08/26,64,1984,VA,Golf,"Member Since Before DOB,Suspicious Join Age"
Nancy,Miller,1980/09/21,"Kelley, Gilbert and Jackson",2018/03/03,30,1975,RI,Golf,"Member Since Before DOB,Suspicious Join Age"
Kristopher,Martinez,1994/04/20,Mcdonald Inc,2018/04/10,98,1992,WV,Golf,"Member Since Before DOB,Suspicious Join Age"
Troy,Wright,1992/04/29,Parker Group,2018/12/11,92,1975,CO,Golf,"Member Since Before DOB,Suspicious Join Age"
Karla,Hahn,1996/01/17,Mcdonald Inc,2018/02/10,41,2006,VA,Golf,Suspicious Join Age
Nicholas,King,1995/01/20,Keller Group,2018/05/14,50,1994,KY,Golf,"Member Since Before DOB,Suspicious Join Age"
Paul,Levine,1992/10/13,Mcdonald Inc,2018/01/22,44,1978,GA,Golf,"Member Since Before DOB,Suspicious Join Age"
Francisco,Guzman,1996/11/22,"Kelley, Gilbert and Jackson",2018/05/28,46,1995,AR,Golf,"Member Since Before DOB,Suspicious Join Age"
Evan,Williams,1999/01/09,Hunter Ltd,2018/03/08,30,1995,NY,Golf,"Member Since Before DOB,Suspicious Join Age"
Donald,Cantu,1970/12/11,"Brown, Vasquez and Sanchez",2018/02/10,58,1977,SC,Golf,Suspicious Join Age
Elizabeth,Pearson,1985/03/19,"Smith, Torres and Matthews",2018/08/23,39,1988,TN,Golf,Suspicious Join Age
Cynthia,Sheppard,1979/05/25,Bruce Inc,2018/06/10,76,1975,AK,Golf,"Member Since Before DOB,Suspicious Join Age"
Amy,Buck,1977/01/04,Parker Group,2018/08/19,33,2019,NV,Golf,Member Since After Last Active
Mike,Burns,1993/11/20,Williams-Stephenson,2018/10/04,61,1988,NJ,Golf,"Member Since Before DOB,Suspicious Join Age"
Kathryn,Fox,1991/09/19,"Hopkins, Barnes and Ward",2018/08/22,75,2000,AL,Golf,Suspicious Join Age
Teresa,Webb,1995/04/02,"Alvarez, Schaefer and Robertson",2018/06/18,37,2006,IN,Golf,Suspicious Join Age
Carmen,Haley,1974/11/17,Rivera-Morrow,2019/01/03,49,1983,FL,Golf,Suspicious Join Age
Gary,Peters,1979/01/27,"Smith, Torres and Matthews",2018/12/12,37,1984,FL,Golf,Suspicious Join Age
Amy,Nelson,1983/04/13,"Smith, Torres and Matthews",2018/01/31,74,1988,MI,Golf,Suspicious Join Age
Mary,Turner,1992/12/31,Bruce Inc,2018/04/24,56,2001,NH,Golf,Suspicious Join Age
Cynthia,Mathis,1981/09/22,"Mullen, Huffman and Vasquez",2018/12/08,47,1976,MN,Golf,"Member Since Before DOB,Suspicious Join Age"
Fred,Brown,1987/05/08,Parker Group,2018/03/17,48,1989,ME,Golf,Suspicious Join Age
Lori,Conway,1990/11/02,Scott and Sons,2018/12/15,72,1985,FL,Golf,"Member Since Before DOB,Suspicious Join Age"
Jennifer,Smith,1990/04/13,Taylor-Alvarez,2018/01/22,70,1975,WA,Golf,"Member Since Before DOB,Suspicious Join Age"
Michael,Oliver,1979/11/07,Keller Group,2018/12/15,64,1982,CT,Golf,Suspicious Join Age
Brianna,Welch,1985/07/06,,2018/08/01,75,1982,MO,Golf,"Member Since Before DOB,Suspicious Join Age"
Raymond,Ball,1989/12/01,"Martin, Mcknight and Clark",2018/11/15,39,1994,MO,Golf,Suspicious Join Age
Vanessa,Cohen,1984/04/20,Taylor-Alvarez,2018/10/28,96,1981,PA,Golf,"Member Since Before DOB,Suspicious Join Age"
Kenneth,Thomas,1971/11/13,Peterson and Sons,2018/05/29,86,1971,NH,Golf,Suspicious Join Age
Julie,Park,1990/01/14,Bruce Inc,2018/05/21,80,1972,UT,Golf,"Member Since Before DOB,Suspicious Join Age"
